Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00       8/8           ResourceManager::loadPack() [243]
[225]    0.0    0.00    0.00       8         Texture::Texture(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [225]
                0.00    0.00      48/48          stbi__load_and_postprocess_8bit(stbi__context*, int*, int*, int*, int) [210]
                0.00    0.00      48/330         stbi__stdio_read(void*, char*, int) [190]
                0.00    0.00      24/4267        ResourceManager::getBlockTexture(int) [159]
                0.00    0.00       8/9           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData> > >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [224]
                0.00    0.00       8/65          stbi__resample_row_h_2(unsigned char*, unsigned char*, unsigned char*, int, int) [206]
                0.00    0.00       8/9           std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData> >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData> > >::_M_emplace_unique<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Texture::TextureCommonData> >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Texture::TextureCommonData>&&) [222]
-----------------------------------------------
                0.00    0.00       8/8           World::~World() [34]
[226]    0.0    0.00    0.00       8         std::_Sp_counted_ptr_inplace<std::atomic<bool>, std::allocator<std::atomic<bool> >, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [226]
-----------------------------------------------
                0.00    0.00       8/8           World::~World() [34]
[227]    0.0    0.00    0.00       8         std::_Sp_counted_ptr_inplace<std::atomic<bool>, std::allocator<std::atomic<bool> >, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [227]
-----------------------------------------------
                0.00    0.00       6/6           stbi__parse_png_file(stbi__png*, int, int) [231]
[228]    0.0    0.00    0.00       6         stbi__getn(stbi__context*, unsigned char*, int) [228]
-----------------------------------------------
                0.00    0.00       6/6           stbi__parse_png_file(stbi__png*, int, int) [231]
[229]    0.0    0.00    0.00       6         stbi__parse_zlib(stbi__zbuf*, int) [229]
-----------------------------------------------
                0.00    0.00       6/6           stbi__parse_png_file(stbi__png*, int, int) [231]
[230]    0.0    0.00    0.00       6         stbi__stdio_skip(void*, int) [230]
-----------------------------------------------
                0.00    0.00       6/6           stbi__load_main(stbi__context*, int*, int*, int*, int, stbi__result_info*, int) [209]
[231]    0.0    0.00    0.00       6         stbi__parse_png_file(stbi__png*, int, int) [231]
                0.00    0.00     102/102         stbi__get32be(stbi__context*) [201]
                0.00    0.00      30/1395        stbi__get8(stbi__context*) [174]
                0.00    0.00      12/54          stbi__skip(stbi__context*, int) [208]
                0.00    0.00       6/6           stbi__parse_zlib(stbi__zbuf*, int) [229]
                0.00    0.00       6/6           stbi__create_png_image_raw(stbi__png*, unsigned char*, unsigned int, int, unsigned int, unsigned int, int, int) [232]
                0.00    0.00       6/6           stbi__getn(stbi__context*, unsigned char*, int) [228]
                0.00    0.00       6/6           stbi__stdio_skip(void*, int) [230]
-----------------------------------------------
                0.00    0.00       6/6           stbi__parse_png_file(stbi__png*, int, int) [231]
[232]    0.0    0.00    0.00       6         stbi__create_png_image_raw(stbi__png*, unsigned char*, unsigned int, int, unsigned int, unsigned int, int, int) [232]
-----------------------------------------------
                0.00    0.00       5/5           World::getAllocatedNeighbours(Vec2) [73]
[233]    0.0    0.00    0.00       5         void std::deque<std::function<void (int)>*, std::allocator<std::function<void (int)>*> >::_M_push_back_aux<std::function<void (int)>* const&>(std::function<void (int)>* const&) [233]
-----------------------------------------------
                0.00    0.00       4/4           std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Texture::TextureCommonData, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData> > >::~map() [411]
[234]    0.0    0.00    0.00       4         stbi__pnm_getinteger(stbi__context*, char*) [234]
-----------------------------------------------
                0.00    0.00       1/3           World::World() [8]
                0.00    0.00       1/3           Skybox::initialize(float, float, int, int) [11]
                0.00    0.00       1/3           TextManager::init() [90]
[235]    0.0    0.00    0.00       3         Shader::Shader(char const*, char const*) [235]
                0.00    0.00       9/9           Shader::checkCompileErrors(unsigned int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [221]
                0.00    0.00       3/3           std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> > >::_M_emplace_unique<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Shader::shaderCommonData> >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Shader::shaderCommonData>&&) [236]
-----------------------------------------------
                0.00    0.00       3/3           Shader::Shader(char const*, char const*) [235]
[236]    0.0    0.00    0.00       3         std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> > >::_M_emplace_unique<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Shader::shaderCommonData> >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Shader::shaderCommonData>&&) [236]
                0.00    0.00       3/3           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [237]
-----------------------------------------------
                0.00    0.00       3/3           std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> > >::_M_emplace_unique<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Shader::shaderCommonData> >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Shader::shaderCommonData>&&) [236]
[237]    0.0    0.00    0.00       3         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [237]
-----------------------------------------------
                0.00    0.00       1/2           World::~World() [34]
                0.00    0.00       1/2           Skybox::clear() [250]
[238]    0.0    0.00    0.00       2         Shader::~Shader() [238]
                0.00    0.00       2/2           Shader::~Shader() [239]
-----------------------------------------------
                0.00    0.00       2/2           Shader::~Shader() [238]
[239]    0.0    0.00    0.00       2         Shader::~Shader() [239]
                0.00    0.00       2/2           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> > >::equal_range(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [241]
-----------------------------------------------
                0.00    0.00       2/2           World::World() [8]
[240]    0.0    0.00    0.00       2         void std::_Rb_tree<Vec2, std::pair<Vec2 const, Chunk*>, std::_Select1st<std::pair<Vec2 const, Chunk*> >, std::less<Vec2>, std::allocator<std::pair<Vec2 const, Chunk*> > >::_M_assign_unique<std::pair<Vec2 const, Chunk*> const*>(std::pair<Vec2 const, Chunk*> const*, std::pair<Vec2 const, Chunk*> const*) [240]
-----------------------------------------------
                0.00    0.00       2/2           Shader::~Shader() [239]
[241]    0.0    0.00    0.00       2         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> > >::equal_range(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [241]
-----------------------------------------------
                0.00    0.00       1/1           main [13]
[242]    0.0    0.00    0.00       1         VoxelGenerator::clear() [242]
-----------------------------------------------
                0.00    0.00       1/1           main [13]
[243]    0.0    0.00    0.00       1         ResourceManager::loadPack() [243]
                0.00    0.00      56/65          stbi__resample_row_h_2(unsigned char*, unsigned char*, unsigned char*, int, int) [206]
                0.00    0.00       8/8           Texture::Texture(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [225]
-----------------------------------------------
                0.00    0.00       1/1           initialize() [89]
[244]    0.0    0.00    0.00       1         RectangularCuboid::initialize() [244]
-----------------------------------------------
                0.00    0.00       1/1           main [13]
[245]    0.0    0.00    0.00       1         RectangularCuboid::clear() [245]
-----------------------------------------------
                0.00    0.00       1/1           World::World() [8]
[246]    0.0    0.00    0.00       1         ctpl::thread_pool::resize(int) [246]
                0.00    0.00       1/1           std::vector<std::unique_ptr<std::thread, std::default_delete<std::thread> >, std::allocator<std::unique_ptr<std::thread, std::default_delete<std::thread> > > >::_M_default_append(unsigned long) [256]
                0.00    0.00       1/1           std::vector<std::shared_ptr<std::atomic<bool> >, std::allocator<std::shared_ptr<std::atomic<bool> > > >::_M_default_append(unsigned long) [255]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN6Object7projMatE [268]
[247]    0.0    0.00    0.00       1         Matrix::createProjMatrix(float, float, float, float) [247]
                0.00    0.00       1/13846       Matrix::Matrix(std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >) [155]
-----------------------------------------------
                0.00    0.00       1/1           TextManager::init() [90]
[248]    0.0    0.00    0.00       1         Matrix::createOrthoMatrix(float, float, float, float, float, float) [248]
                0.00    0.00       1/13846       Matrix::Matrix(std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >) [155]
-----------------------------------------------
                0.00    0.00       1/1           initialize() [89]
[249]    0.0    0.00    0.00       1         Object::setProjMat(Matrix) [249]
-----------------------------------------------
                0.00    0.00       1/1           World::~World() [34]
[250]    0.0    0.00    0.00       1         Skybox::clear() [250]
                0.00    0.00       1/1           Texture::~Texture() [251]
                0.00    0.00       1/2           Shader::~Shader() [238]
-----------------------------------------------
                0.00    0.00       1/1           Skybox::clear() [250]
[251]    0.0    0.00    0.00       1         Texture::~Texture() [251]
                0.00    0.00       1/4267        ResourceManager::getBlockTexture(int) [159]
                0.00    0.00       1/1           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData> > >::equal_range(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [257]
-----------------------------------------------
                0.00    0.00       1/1           initialize() [89]
[252]    0.0    0.00    0.00       1         appWindow::init() [252]
-----------------------------------------------
                0.00    0.00       1/1           Skybox::initialize(float, float, int, int) [11]
[253]    0.0    0.00    0.00       1         Texture::getID() const [253]
-----------------------------------------------
                0.00    0.00       1/1           Texture::Texture(float) [12]
[254]    0.0    0.00    0.00       1         std::_Function_handler<float (float, float), Texture::Texture(float)::{lambda(float, float)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [254]
-----------------------------------------------
                0.00    0.00       1/1           ctpl::thread_pool::resize(int) [246]
[255]    0.0    0.00    0.00       1         std::vector<std::shared_ptr<std::atomic<bool> >, std::allocator<std::shared_ptr<std::atomic<bool> > > >::_M_default_append(unsigned long) [255]
-----------------------------------------------
                0.00    0.00       1/1           ctpl::thread_pool::resize(int) [246]
[256]    0.0    0.00    0.00       1         std::vector<std::unique_ptr<std::thread, std::default_delete<std::thread> >, std::allocator<std::unique_ptr<std::thread, std::default_delete<std::thread> > > >::_M_default_append(unsigned long) [256]
-----------------------------------------------
                0.00    0.00       1/1           Texture::~Texture() [251]
[257]    0.0    0.00    0.00       1         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData> > >::equal_range(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [257]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

  [89] initialize()           [21] Chunk::Chunk(int, int, Camera*) [27] Vec3::operator+(Vec3 const&) const
 [174] stbi__get8(stbi__context*) (stb_image.h) [36] Chunk::Chunk(int, int, Camera*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > >) [58] World::printPos() const
 [228] stbi__getn(stbi__context*, unsigned char*, int) (stb_image.h) [32] Chunk::~Chunk() [44] Camera::getFrustum() const
 [208] stbi__skip(stbi__context*, int) (stb_image.h) [31] Chunk::~Chunk() [82] Camera::getPos() const
 [186] stbi__get16be(stbi__context*) (stb_image.h) [59] World::getPosInRange(Vec2, float, float) [75] Matrix::vectorMult(Vec3) const
 [201] stbi__get32be(stbi__context*) (stb_image.h) [7] World::updateChunkBuffers(Vec2) [74] Matrix::operator*(Vec3 const&) const
 [173] resample_row_1(unsigned char*, unsigned char*, unsigned char*, int, int) (stb_image.h) [73] World::getAllocatedNeighbours(Vec2) [52] Matrix::operator*(Matrix const&) const
 [188] stbi__idct_simd(unsigned char*, int, short*) (stb_image.h) [26] World::render() [161] Shader::use() const
 [209] stbi__load_main(stbi__context*, int*, int*, int*, int, stbi__result_info*, int) (stb_image.h) [6] World::update() [147] Shader::getID() const
 [203] stbi__get_marker(stbi__jpeg*) (stb_image.h) [170] World::getCamera() [253] Texture::getID() const
 [229] stbi__parse_zlib(stbi__zbuf*, int) (stb_image.h) [8] World::World() [87] std::__future_base::_Task_state<std::_Bind<World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>::_M_run(int&&) (future)
 [190] stbi__stdio_read(void*, char*, int) (stb_image.h) [33] World::~World() [217] std::__future_base::_Task_state<std::_Bind<World::World()::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>::_M_run(int&&) (future)
 [230] stbi__stdio_skip(void*, int) (stb_image.h) [34] World::~World() [220] std::__future_base::_Task_state<std::_Bind<World::World()::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>::~_Task_state() (future)
 [205] stbi__malloc_mad3(int, int, int, int) (stb_image.h) [57] Camera::actualizeView() [197] std::__future_base::_Result<void>::~_Result()
 [213] stbi__gif_test_raw(stbi__context*) (stb_image.h) [69] Camera::updateFrustum(bool) [78] std::_Function_handler<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> (), std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<std::_Bind<World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>::_M_run(int&&)::{lambda()#1}, void> >::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) (std_function.h)
 [195] stbi__build_huffman(stbi__huffman*, int*) (stb_image.h) [149] Camera::unProjectToOrigin(float, float, Matrix) [10] std::_Function_handler<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> (), std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<std::_Bind<World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>::_M_run(int&&)::{lambda()#1}, void> >::_M_invoke(std::_Any_data const&) (std_function.h)
 [231] stbi__parse_png_file(stbi__png*, int, int) (stb_image.h) [72] Camera::move(bool, bool, bool, bool, float) [211] std::_Function_handler<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> (), std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<std::_Bind<World::World()::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>::_M_run(int&&)::{lambda()#1}, void> >::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) (std_function.h)
 [234] stbi__pnm_getinteger(stbi__context*, char*) (stb_image.h) [93] Camera::rotate(double, double) [18] std::_Function_handler<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> (), std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<std::_Bind<World::World()::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>::_M_run(int&&)::{lambda()#1}, void> >::_M_invoke(std::_Any_data const&) (std_function.h)
 [194] stbi__process_marker(stbi__jpeg*, int) (stb_image.h) [56] Camera::getMatrix() [254] std::_Function_handler<float (float, float), Texture::Texture(float)::{lambda(float, float)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) (std_function.h)
 [214] stbi__mad3sizes_valid(int, int, int, int) (stb_image.h) [91] Camera::Camera() [47] std::_Function_handler<float (float, float), Texture::Texture(float)::{lambda(float, float)#1}>::_M_invoke(std::_Any_data const&, float&&, float&&) (std_function.h)
 [206] stbi__resample_row_h_2(unsigned char*, unsigned char*, unsigned char*, int, int) (stb_image.h) [92] Camera::Camera(Vec3) [202] std::_Function_handler<void (int), ctpl::thread_pool::push<World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1}&, Chunk*&>(World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1}&, Chunk*&)::{lambda(int)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) (std_function.h)
 [183] stbi__YCbCr_to_RGB_simd(unsigned char*, unsigned char const*, unsigned char const*, unsigned char const*, int, int) (stb_image.h) [163] Matrix::exportForGL() [86] std::_Function_handler<void (int), ctpl::thread_pool::push<World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1}&, Chunk*&>(World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1}&, Chunk*&)::{lambda(int)#1}>::_M_invoke(std::_Any_data const&, int&&) (std_function.h)
 [215] stbi__decode_jpeg_image(stbi__jpeg*) (stb_image.h) [247] Matrix::createProjMatrix(float, float, float, float) [212] std::_Function_handler<void (int), ctpl::thread_pool::push<World::World()::{lambda(int, Chunk*)#1}&, Chunk*&>(World::World()::{lambda(int, Chunk*)#1}&, Chunk*&)::{lambda(int)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) (std_function.h)
 [193] stbi__jpeg_decode_block(stbi__jpeg*, short*, stbi__huffman*, stbi__huffman*, short*, int, unsigned short*) (stb_image.h) [248] Matrix::createOrthoMatrix(float, float, float, float, float, float) [216] std::_Function_handler<void (int), ctpl::thread_pool::push<World::World()::{lambda(int, Chunk*)#1}&, Chunk*&>(World::World()::{lambda(int, Chunk*)#1}&, Chunk*&)::{lambda(int)#1}>::_M_invoke(std::_Any_data const&, int&&) (std_function.h)
 [157] stbi__grow_buffer_unsafe(stbi__jpeg*) (stb_image.h) [65] Matrix::createRotationMatrix(Matrix::RotationDirection, float) [204] std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<std::_Bind<World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() (shared_ptr_base.h)
 [232] stbi__create_png_image_raw(stbi__png*, unsigned char*, unsigned int, int, unsigned int, unsigned int, int, int) (stb_image.h) [165] Matrix::createTranslationMatrix(float, float, float) [200] std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<std::_Bind<World::World()::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() (shared_ptr_base.h)
 [191] stbi__jpeg_decode_block_prog_dc(stbi__jpeg*, short*, stbi__huffman*, int) (stb_image.h) [162] Matrix::Matrix(Matrix const&) [218] std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<std::_Bind<World::World()::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() (shared_ptr_base.h)
